start,end,text
9277.9,9280.02," But he died on campaign in China,"
9280.02,9282.38, trying to conquer Southern China.
9282.38,9284.06," Well, up to this point,"
9284.06,9287.18, Kubla Khan had not been distinguishing himself.
9287.18,9290.3," His mother was, she was a Christian woman,"
9290.3,9293.14, but she had a Buddhist nurse for him.
9293.14,9296.38, And she had Chinese scholars come in to tutor him.
9296.38,9298.94, She had a very good education for him.
9299.86,9301.34, And I think that she planned
9301.34,9303.22, that he was gonna be a great administrator
9303.22,9304.9, under his older brother
9304.9,9307.099999999999, and he was gonna administer the lands in China.
9307.099999999999,9309.539999999999, And so he was learning all this stuff for it.
9309.539999999999,9310.859999999999," But the older brother,"
9310.859999999999,9313.26, he insisted on sending him out on campaign.
9313.26,9314.9," Oh, but he was overweight."
9314.9,9315.74, He was fat.
9315.74,9316.859999999999, He had gout.
9316.859999999999,9318.099999999999, He needed to go rest.
9318.099999999999,9319.98, There was always some excuse.
9319.98,9321.74," And the brother was assigning people,"
9321.74,9325.26," Orihang Dai, who was the son of Subodai, the great general."
9325.26,9327.42, He assigned him to teach him warfare.
9328.699999999999,9330.699999999999, He wasn't great on the battlefield.
9330.699999999999,9331.58, He really was not.
9331.58,9334.22, But he was very smart.
9335.22,9336.62," And at first a little bit lazy,"
9336.62,9338.06," like talking about the religion,"
9338.06,9340.1," sitting around, go hunting,"
9340.1,9342.94, as long as he had many with him to do the shooting
9342.94,9345.66, and then to prepare the food and all.
9346.82,9350.539999999999, And his territory in Northern China
9350.539999999999,9354.62, was just being run in the dirt by these administrators
9354.62,9356.22, the Mongols had brought in.
9356.22,9357.86," They were just overtaxing the people,"
9357.86,9360.18," cheating the people, doing everything wrong."
9360.18,9362.82, And his mother basically just pulled his chain
9362.82,9364.98," and she said, go to your land."
9364.98,9365.82, This is your land.
9365.82,9367.380000000001, You have to administer this land.
9367.380000000001,9368.220000000001, You go there.
9368.220000000001,9369.06, You live there.
9369.06,9370.98, You take charge.
9370.98,9373.7, And everybody was terrified of the mother.
9373.7,9376.02, And so he ran off to China
9376.02,9377.58, and he started administering his land
9377.58,9379.300000000001, and he started learning how to do it.
9379.300000000001,9381.74," Well, when his brother died in 1259,"
9381.74,9384.34, he was down on the Yangtze River
9385.300000000001,9387.54, on a campaign that he was sent by his brother.
9387.54,9389.7, He was having no success at all.
9389.7,9391.300000000001," But he thought, okay, the brother's dead."
9391.300000000001,9393.42, I should finish the campaign.
9393.42,9396.02," Meanwhile, his youngest brother, Arihbukh,"
9396.02,9398.26, Arihbukh was another hot-headed Mongol
9398.26,9399.900000000001," like their father, Tulu."
9399.900000000001,9403.54, He was rather hot-headed and he was back in Mongolia
9403.54,9405.740000000002," and his tolerance for religions,"
9405.740000000002,9408.1, he had to oversee the debate one time
9408.1,9409.5, between the Taoists and the Buddhists
9409.5,9411.7, because the Mongols thought the Taoists
9411.7,9413.94," were overtaxing everybody, the Buddhists."
9413.94,9415.78, And so he had to oversee it.
9415.78,9418.1, He got mad and he picked up a statue of the Buddha
9418.1,9420.86, and beat the Taoist representative to death.
9420.86,9424.7, So he just wasn't good for moderating debates.
9425.94,9429.78, So he was going to be the new Great Khan.
9429.78,9432.58, So he was declared the Great Khan in Mongolia
9434.06,9436.42, but this was the turning light for Kubla Khan
9436.42,9438.5, who had never achieved much of anything
9438.5,9440.460000000001, other than talking to people.
9440.460000000001,9445.300000000001," So his wife, Chaby, sent him some coded messages,"
9445.300000000001,9449.54," basically telling him, forget about Southern China."
9449.54,9450.78, It's gonna always be there.
9450.78,9452.54, You can conquer that some other time.
9452.54,9455.86," Right now, your brother is taking over the empire."
9455.86,9457.94, You should be the new emperor.
9457.94,9461.580000000002, You are the next son after Meng Khan.
9463.060000000001,9466.340000000002, And somehow she invigorated him and he came back
9466.340000000002,9468.660000000002," and even though he didn't have all the military strategy,"
9468.660000000002,9471.980000000001," he had Northern China, the resources were immense."
9471.980000000001,9473.340000000002, He could cut off Mongolia.
9473.34,9478.06, Mongolia was very dependent on Northern China for food.
9478.06,9480.3, All the Mongols supported Arik Bok.
9480.3,9482.26," All the ones in Central Asia,"
9482.26,9484.460000000001, all of them were supporting Arik Bok.
9484.460000000001,9487.62, And so he went to get food from them
9489.02,9491.14, and then they didn't wanna give up their food.
9491.14,9493.34," Yeah, we wanna support you for Great Khan"
9493.34,9495.460000000001, but we're not giving up our food.
9495.460000000001,9500.42, So he was basically kind of starved into submission in 1262
9500.42,9503.1, and then he was taken prisoner into China
9503.1,9508.1, and then he mysteriously passed away in 1264
9510.220000000001,9514.54, while a legal case was being brought against him for trial
9514.54,9517.02, but he never made it to trial.
9517.02,9518.300000000001, He was gone.
9518.300000000001,9523.300000000001, So Kubla Khan not really distinguished himself very much
9523.94,9527.82, but he didn't have the genius of his grandfather.
9527.82,9530.42, I won't say that but he was smart and clever.
9530.42,9534.42, He understood more about China than most Mongols did
9534.42,9537.82, and he understood more about Mongols than most Chinese did.
9539.34,9541.3, So the great thing left the Chinggis Khan
9541.3,9546.3," said on his deathbed, finish conquering China."
9546.460000000001,9548.22, That was the great objective.
9548.22,9552.58, So Kublai was going to fulfill this
9552.58,9555.62, and they didn't know how the great wall of ships
9555.62,9557.82, was protecting the Southern Song.
9557.82,9560.22, This huge Yangtze River was so bad
9560.98,9563.34," the ocean on the side, all of these things"
9563.34,9564.98, were protecting them.
9565.859999999999,9570.22, So he had one of his very smart generals named Aju
9570.22,9571.779999999999, who was a real Mongol
9571.779999999999,9573.939999999999, but he was also able to think in innovative way.
9573.939999999999,9575.539999999999, He was the grandson of Subadai
9576.58,9580.019999999999, and he went with his father Urihanggadai
9580.019999999999,9583.859999999999, on the conquest of the Red River of Northern Vietnam
9583.859999999999,9585.34, against the Dai Viet people.
9587.14,9588.859999999999, They went down the river.
9588.86,9592.42, They were trying to surround the Chinese territory.
9592.42,9593.86," They were gonna hit them from the north,"
9593.86,9595.42, from the west and from the south.
9595.42,9599.380000000001, So they went down the Red River to conquer the Dai Viet.
9599.380000000001,9602.900000000001, The Dai Viet moved their army up on the other side by boat
9602.900000000001,9605.58, and then they had a whole core of elephants.
9605.58,9606.74," So they had the Mongols on one side,"
9606.74,9610.78, the river and the Dai Viet forces on the other side.
9610.78,9615.02," Urihanggadai was a smart man, not a genius but smart"
9615.02,9617.42, and he already knew from campaigns in Burma
9617.42,9619.78, that the only way to route the elephants
9619.78,9622.54, was with flaming arrows to the feet.
9622.54,9623.7, That was it.
9623.7,9626.98, But he recognized that they came up on boats.
9626.98,9628.9, Mongols didn't like boats.
9628.9,9631.62," It just, they crossed the river on a goat skin."
9631.62,9633.1, They wanted to do something organic.
9633.1,9634.66, A boat was like a cart.
9634.66,9636.1, A cart belonged to a woman.
9636.1,9637.34, It was a floating cart.
9637.34,9639.7, I am not going over on a floating cart.
9639.7,9642.94, I'm gonna ride a goat skin across the river.
9643.94,9646.94, So he's assigned one detachment.
9646.94,9648.58, You have to burn the boats
9648.58,9653.58, so the Dai Viet cannot escape when we route the elephants.
9653.94,9656.9," Well, the war battle, I mean, got started."
9656.9,9658.62, The elephants are running wild.
9658.62,9660.26, All kinds of chaos is going on.
9661.66,9665.26," The group that sent to burn the boats, they're Mongols."
9665.26,9666.78, They wanna go to war.
9666.78,9668.42, Why burn a bunch of women's carts?
9668.42,9670.220000000001," It's just not, you know, floating."
9670.220000000001,9671.460000000001, So they go and join the battle.
9671.460000000001,9672.62, They leave the boats.
9672.94,9674.820000000002," Well, the Mongols won the battle,"
9674.820000000002,9676.86, but the Dai Viet forces got on the boats
9676.86,9679.220000000001, and sailed back to what's now Hanoi.
9679.220000000001,9680.740000000002," And then they evacuated the city,"
9680.740000000002,9682.86," took all the food, everything out of the city,"
9682.86,9685.34, and they disappeared into the Delta.
9685.34,9686.220000000001, The Mongols arrived.
9686.220000000001,9690.58," They conquered, quote unquote, Hanoi, the capital city."
9690.58,9692.900000000001, And they had nothing.
9692.900000000001,9693.78, They had nothing.
9694.78,9695.740000000002, They won every battle.
9695.740000000002,9697.060000000001, They lost the war.
9697.060000000001,9698.220000000001, They retreated.
9698.220000000001,9701.820000000002," Adju was the son of Hengadai,"
